Date,Region,Product_Category,Sales,Profit,Units_Sold,Customer_Segment,Growth_%
2024-02-22 03:22:12.688642,North,Books,5529.41,839.9269629422214,22,Corporate,19.53
2024-05-09 03:22:12.688642,North,Food,2715.99,587.8260003499771,16,Corporate,6.89
2022-08-10 03:22:12.688642,East,Clothing,4744.11,273.21643475377164,42,Home Office,-5.53
2024-01-03 03:22:12.688642,North,Electronics,819.32,81.36874742150015,16,Home Office,15.07
2024-07-01 03:22:12.688642,East,Books,5065.73,975.4872648205509,5,Retail,18.36
2022-11-16 03:22:12.688642,South,Furniture,1336.07,158.351892701004,6,Home Office,16.44
2024-09-17 03:22:12.688642,West,Books,8402.02,2403.741445302679,42,Retail,-4.04
2024-02-15 03:22:12.688642,South,Clothing,7618.92,1975.289061606358,88,Home Office,-8.42
2025-03-24 03:22:12.688642,West,Electronics,833.33,178.12558187323927,30,Home Office,1.14
2022-07-02 03:22:12.688642,East,Books,8379.87,2511.530434789215,32,Home Office,0.65
2023-03-03 03:22:12.688642,South,Furniture,3317.09,367.5732878441811,53,Corporate,2.18
2024-03-05 03:22:12.688642,West,Books,3593.31,1005.3425937341535,19,Home Office,13.97
2023-04-06 03:22:12.688642,East,Electronics,1880.06,237.15708493629415,51,Home Office,-9.71
2024-07-07 03:22:12.688642,West,Books,8369.51,1666.7769372024788,28,Retail,10.24
2024-08-25 03:22:12.688642,North,Furniture,4106.59,651.2715065045531,47,Home Office,19.55
2022-09-06 03:22:12.688642,North,Electronics,583.48,93.82571284822664,72,Corporate,1.97
2023-11-30 03:22:12.688642,East,Clothing,9665.87,2325.874191750945,1,Home Office,4.55
2023-11-25 03:22:12.688642,West,Clothing,2633.28,360.4587842041671,68,Retail,8.84
2023-06-25 03:22:12.688642,North,Food,9368.16,1657.059775154069,57,Home Office,-1.43
2025-03-03 03:22:12.688642,South,Books,3082.26,317.2520911803503,22,Home Office,11.56
2024-11-08 03:22:12.688642,West,Furniture,8331.12,2006.6992943482194,86,Retail,-3.91
2024-06-18 03:22:12.688642,West,Books,6675.77,1254.9304929691139,94,Home Office,-8.06
2024-07-07 03:22:12.688642,North,Electronics,8626.71,981.4254212803547,58,Retail,14.04
2023-10-04 03:22:12.688642,North,Food,9763.57,1137.2974457120238,91,Retail,-4.7
2025-02-18 03:22:12.688642,East,Furniture,8727.69,1076.8590049336867,91,Corporate,11.94
2024-06-15 03:22:12.688642,West,Books,4096.29,920.9401557233075,13,Corporate,16.14
2024-07-23 03:22:12.688642,South,Furniture,8163.58,1622.6992914347172,39,Retail,-8.63
2024-12-15 03:22:12.688642,North,Electronics,7145.34,1826.0732021554325,27,Corporate,11.2
2023-03-13 03:22:12.688642,West,Food,709.88,136.923414054758,39,Corporate,9.39
2024-10-16 03:22:12.688642,North,Furniture,9304.62,1178.5543210256274,72,Retail,8.72
2022-12-16 03:22:12.688642,East,Electronics,4713.01,1370.15472267409,12,Home Office,-1.14
2023-05-30 03:22:12.688642,West,Clothing,1431.06,388.5700690753851,24,Home Office,-8.63
2023-05-19 03:22:12.688642,West,Furniture,4311.24,516.0784911147646,18,Home Office,-7.05
2025-04-22 03:22:12.688642,East,Food,6071.1,1688.817565008531,15,Corporate,-1.81
2024-12-09 03:22:12.688642,South,Furniture,5772.17,1327.7785283742664,60,Corporate,2.19
2024-06-22 03:22:12.688642,North,Furniture,5790.46,889.8399520272794,16,Home Office,17.54
2024-07-21 03:22:12.688642,East,Electronics,2632.81,438.93998856049586,97,Retail,10.52
2024-01-22 03:22:12.688642,West,Books,6363.75,1028.3526349628733,74,Retail,-9.22
2025-03-19 03:22:12.688642,East,Books,9083.41,2263.729928918463,47,Retail,17.59
2023-11-11 03:22:12.688642,West,Furniture,3947.8,370.60387329276574,24,Corporate,11.61
2023-07-07 03:22:12.688642,East,Food,6342.74,410.16579605089873,45,Home Office,4.78
2022-11-11 03:22:12.688642,South,Food,2515.47,439.23748072329215,19,Retail,3.89
2024-09-23 03:22:12.688642,West,Electronics,577.98,70.8617304365679,91,Home Office,18.0
2024-07-29 03:22:12.688642,East,Furniture,5898.74,1126.5477271395143,41,Home Office,6.5
2023-07-11 03:22:12.688642,South,Furniture,570.74,168.11073516533835,31,Corporate,5.08
2022-06-13 03:22:12.688642,South,Books,7263.49,1582.4467477634012,85,Retail,13.24
2024-11-20 03:22:12.688642,North,Electronics,6736.49,1952.265670036921,16,Corporate,7.79
2022-05-29 03:22:12.688642,West,Clothing,3756.32,875.2739392854412,23,Home Office,-2.53
2024-06-25 03:22:12.688642,North,Food,4171.77,287.7635162074896,78,Home Office,19.97
2025-04-13 03:22:12.688642,South,Food,9185.83,2501.5331558204903,23,Home Office,-1.58
2023-09-08 03:22:12.688642,North,Furniture,230.02,22.939871421728366,41,Retail,10.49
2023-01-29 03:22:12.688642,North,Electronics,5676.7,1511.1224101587811,18,Retail,4.69
2024-06-26 03:22:12.688642,East,Clothing,9241.28,2192.686363364941,36,Retail,-6.34
2024-10-27 03:22:12.688642,North,Food,9148.47,2375.4404366258786,12,Home Office,18.77
2024-01-05 03:22:12.688642,South,Electronics,5888.09,667.6806166537533,75,Home Office,0.07
2025-04-09 03:22:12.688642,North,Clothing,3874.18,975.70915044605,69,Retail,9.71
2022-07-12 03:22:12.688642,West,Furniture,1079.14,218.62082638222938,51,Home Office,12.13
2023-11-20 03:22:12.688642,East,Books,1820.46,128.28464210634976,85,Home Office,1.84
2024-07-11 03:22:12.688642,South,Food,6828.77,1859.3578566639958,32,Home Office,-2.18
2024-12-16 03:22:12.688642,North,Food,264.68,71.25260138004704,93,Retail,-8.23
2022-11-29 03:22:12.688642,West,Clothing,8846.51,1707.3568180466887,71,Corporate,18.55
2024-10-09 03:22:12.688642,South,Books,5920.55,965.9737166392214,36,Corporate,7.46
2024-01-12 03:22:12.688642,North,Electronics,546.95,82.11729870332464,40,Corporate,11.49
2023-07-25 03:22:12.688642,East,Furniture,2473.7,496.4328041719434,91,Retail,4.07
2022-10-08 03:22:12.688642,North,Electronics,5982.59,1558.0022253782836,70,Home Office,-3.0
2024-12-19 03:22:12.688642,South,Clothing,452.45,86.63599241225754,38,Corporate,19.86
2022-11-05 03:22:12.688642,South,Food,7821.88,644.6242345678505,54,Corporate,19.02
2023-04-21 03:22:12.688642,South,Food,9207.23,1165.1040202401398,4,Retail,15.8
2023-03-30 03:22:12.688642,West,Electronics,9616.08,2087.2826480823096,46,Home Office,17.48
2024-12-26 03:22:12.688642,North,Furniture,7363.23,1558.8413563417223,63,Home Office,7.25
2024-05-22 03:22:12.688642,North,Clothing,8582.57,1542.4983770045683,99,Retail,1.03
2024-10-05 03:22:12.688642,North,Furniture,6146.0,676.7943630028027,74,Corporate,0.29
2023-02-15 03:22:12.688642,East,Clothing,4639.58,545.8230487599155,50,Home Office,18.01
2024-03-31 03:22:12.688642,West,Furniture,7160.03,1224.8119483745522,30,Home Office,18.77
2024-02-02 03:22:12.688642,West,Electronics,2319.39,344.7171637349414,73,Corporate,3.21
2024-11-13 03:22:12.688642,East,Books,1186.86,153.08621910542394,16,Retail,8.21
2025-02-02 03:22:12.688642,West,Clothing,7642.32,1966.8621019118052,52,Corporate,14.16
2022-05-30 03:22:12.688642,East,Electronics,9586.05,1687.1896705588797,4,Home Office,11.08
2024-05-24 03:22:12.688642,South,Food,5817.05,1022.4465274109351,26,Retail,16.09
2022-07-12 03:22:12.688642,South,Food,4877.17,765.7838762453237,29,Corporate,8.26
2024-01-08 03:22:12.688642,West,Furniture,5390.6,1187.1486787635624,92,Corporate,7.47
2023-03-27 03:22:12.688642,South,Food,4836.8,454.2356000754495,11,Retail,1.27
2023-04-17 03:22:12.688642,South,Books,4477.78,1280.1839465538162,92,Home Office,-7.8
2023-06-07 03:22:12.688642,South,Clothing,9475.65,721.6007575322277,96,Retail,-8.33
2024-03-27 03:22:12.688642,North,Furniture,4849.66,1103.6611006578898,24,Retail,-5.45
2023-05-17 03:22:12.688642,South,Clothing,902.91,204.12598076971736,51,Home Office,-8.27
2024-07-27 03:22:12.688642,North,Clothing,7678.62,602.6522106813771,42,Corporate,6.05
2023-08-02 03:22:12.688642,East,Electronics,3976.46,1186.021696208019,39,Retail,2.11
2022-07-30 03:22:12.688642,East,Food,7135.87,418.0083432158075,7,Retail,-9.21
2024-09-21 03:22:12.688642,East,Clothing,5837.74,824.1283001761061,18,Corporate,-9.34
2023-03-25 03:22:12.688642,East,Books,7160.48,1118.4137217839034,3,Home Office,5.69
2023-09-02 03:22:12.688642,East,Books,713.74,178.93571952555428,63,Corporate,6.47
2024-06-05 03:22:12.688642,South,Food,435.35,25.012749215574768,20,Corporate,-8.88
2023-05-16 03:22:12.688642,South,Food,3847.56,728.170120391012,98,Retail,10.1
2022-07-17 03:22:12.688642,South,Furniture,6962.34,703.1981119779844,94,Retail,-6.22
2023-06-30 03:22:12.688642,East,Furniture,2314.46,447.03144553245295,73,Home Office,4.84
2025-03-16 03:22:12.688642,East,Furniture,4390.67,929.0074752050142,74,Retail,-5.24
2024-04-18 03:22:12.688642,North,Food,9810.02,574.232259609657,70,Corporate,-8.83
2024-05-21 03:22:12.688642,West,Clothing,2227.26,148.92832582419496,17,Corporate,-3.63
2024-04-08 03:22:12.688642,South,Electronics,8494.64,605.7196597894919,79,Home Office,3.92
2022-12-20 03:22:12.688642,West,Furniture,8272.06,2176.1255401481044,97,Retail,12.32
2023-08-18 03:22:12.688642,East,Electronics,8924.39,2513.7043137797637,59,Retail,-2.03
2024-08-16 03:22:12.688642,East,Books,9159.9,1460.3689770355186,54,Home Office,10.55
2022-09-05 03:22:12.688642,East,Food,5122.47,1376.4029423258064,13,Home Office,15.88
2023-03-17 03:22:12.688642,West,Books,6851.14,1158.2026494449124,42,Retail,-1.91
2023-03-15 03:22:12.688642,North,Furniture,6227.02,935.8063643243572,44,Home Office,5.67
2023-09-02 03:22:12.688642,East,Clothing,3158.59,577.4257536605038,86,Corporate,2.28
2025-04-24 03:22:12.688642,North,Furniture,2869.9,710.4334264926528,80,Home Office,-9.18
2022-07-29 03:22:12.688642,North,Electronics,3481.54,368.8394287029338,98,Corporate,1.76
2023-12-05 03:22:12.688642,South,Furniture,2262.73,283.82090933584243,67,Corporate,1.32
2022-11-29 03:22:12.688642,West,Clothing,7598.1,1992.3632600478627,72,Corporate,8.66
2025-04-13 03:22:12.688642,East,Clothing,9649.27,2692.0894977596677,20,Retail,15.99
2022-09-18 03:22:12.688642,North,Food,8690.94,701.8148272708329,47,Corporate,10.16
2023-08-01 03:22:12.688642,West,Food,2257.61,510.7475758126131,24,Home Office,0.66
2024-08-01 03:22:12.688642,West,Clothing,613.96,32.174602666411865,51,Corporate,3.47
2024-06-26 03:22:12.688642,East,Clothing,7595.23,847.2236297247051,18,Retail,16.61
2023-08-22 03:22:12.688642,South,Electronics,3963.12,266.151089360375,23,Retail,9.17
2023-05-31 03:22:12.688642,South,Furniture,8263.66,1477.937918580378,1,Retail,1.7
2023-07-26 03:22:12.688642,North,Food,7814.43,1061.5585108998143,66,Retail,8.0
2023-03-02 03:22:12.688642,South,Electronics,6291.56,530.9880088523431,5,Home Office,9.33
2022-12-27 03:22:12.688642,South,Furniture,2627.86,131.60377216648894,18,Retail,4.47
2023-10-27 03:22:12.688642,South,Food,1129.95,166.21203308053697,80,Home Office,15.96
2023-03-07 03:22:12.688642,West,Electronics,2601.22,321.55741916648674,74,Retail,14.38
2023-03-27 03:22:12.688642,East,Books,5146.62,317.40347612133974,93,Retail,5.73
2024-05-05 03:22:12.688642,West,Books,9796.68,2575.9608388843253,35,Home Office,18.75
2025-04-11 03:22:12.688642,West,Food,730.5,111.54331193033248,25,Corporate,18.6
2024-03-07 03:22:12.688642,East,Electronics,2080.71,507.06092001529413,24,Home Office,18.98
2022-08-09 03:22:12.688642,West,Furniture,6310.07,981.2822437928204,13,Corporate,-3.38
2022-08-07 03:22:12.688642,North,Furniture,3113.21,208.20783745044997,21,Home Office,-6.9
2025-03-23 03:22:12.688642,North,Electronics,8599.19,1277.5453246107709,39,Corporate,8.57
2023-04-07 03:22:12.688642,West,Books,1480.23,401.9314445561085,34,Retail,11.83
2022-08-25 03:22:12.688642,South,Electronics,9635.26,500.48528018522944,19,Corporate,-0.79
2024-03-02 03:22:12.688642,West,Books,9132.51,2500.7173724567197,28,Corporate,6.13
2024-03-29 03:22:12.688642,South,Books,8886.54,1903.336453465104,91,Retail,9.44
2024-04-26 03:22:12.688642,West,Furniture,1813.38,542.0345246385978,90,Retail,3.9
2023-03-05 03:22:12.688642,North,Food,3362.01,938.099678884465,11,Corporate,6.24
2022-06-02 03:22:12.688642,South,Clothing,8060.56,2154.0886998634483,49,Corporate,-7.74
2025-04-07 03:22:12.688642,North,Electronics,8097.3,480.7970275258149,35,Home Office,19.82
2023-02-15 03:22:12.688642,West,Books,7081.24,850.1876879920848,84,Retail,1.36
2024-05-26 03:22:12.688642,East,Electronics,4535.7,651.7163031909048,76,Retail,-3.84
2024-06-28 03:22:12.688642,South,Food,3184.73,716.4229979507896,57,Retail,4.4
2024-03-14 03:22:12.688642,South,Food,9633.28,2043.7985914077121,28,Home Office,-0.48
2023-04-24 03:22:12.688642,West,Clothing,1478.7,137.40665719792355,66,Home Office,1.75
2023-03-09 03:22:12.688642,West,Clothing,533.17,124.87317987655241,65,Corporate,6.89
2024-03-01 03:22:12.688642,South,Books,190.39,16.92700338733607,73,Home Office,-1.65
2024-12-20 03:22:12.688642,East,Clothing,7772.77,1275.5760587482446,22,Home Office,9.99
2025-03-18 03:22:12.688642,West,Books,661.38,128.76068513642144,51,Home Office,2.95
2022-09-09 03:22:12.688642,West,Furniture,5432.57,1454.139276248049,91,Retail,-7.48
2022-11-02 03:22:12.688642,West,Books,3736.2,776.49634736589,9,Corporate,16.61
2025-03-16 03:22:12.688642,East,Clothing,1554.39,448.7693844920869,71,Home Office,4.32
2024-07-31 03:22:12.688642,South,Electronics,7431.9,2219.339242216265,36,Home Office,17.69
2025-01-07 03:22:12.688642,North,Clothing,644.57,114.22142214092229,54,Home Office,1.42
2022-12-24 03:22:12.688642,West,Food,3252.1,204.4593690235797,38,Retail,6.28
2024-02-19 03:22:12.688642,East,Clothing,5665.69,323.3960270195593,66,Corporate,16.21
2024-06-22 03:22:12.688642,South,Furniture,4083.92,1077.7956606164837,43,Corporate,3.87
2024-05-30 03:22:12.688642,South,Books,2665.57,466.37487102745496,5,Home Office,8.99
2023-08-06 03:22:12.688642,East,Food,9267.41,1313.1773703186523,81,Corporate,-2.59
2022-06-02 03:22:12.688642,West,Books,9316.61,1128.3721149979071,37,Retail,-2.86
2024-02-14 03:22:12.688642,North,Books,4219.34,508.2085756680595,58,Home Office,6.28
2023-02-18 03:22:12.688642,West,Clothing,3998.07,272.68825003411956,63,Corporate,8.4
2023-09-22 03:22:12.688642,South,Electronics,3143.11,395.2404508493278,99,Home Office,9.67
2025-03-30 03:22:12.688642,North,Food,8571.99,1810.4175288088634,51,Retail,13.06
2023-07-27 03:22:12.688642,West,Furniture,5722.36,837.1954986975502,72,Home Office,17.68
2024-11-21 03:22:12.688642,North,Furniture,986.27,283.0145683187703,43,Retail,-2.8
2022-12-09 03:22:12.688642,East,Electronics,8547.87,1855.2519882880238,67,Home Office,8.58
2024-05-22 03:22:12.688642,West,Electronics,5395.37,1435.1369353152197,67,Home Office,3.29
2025-04-20 03:22:12.688642,South,Clothing,4214.36,330.9961392599162,65,Corporate,-7.32
2022-09-05 03:22:12.688642,South,Furniture,3444.86,560.2340247292724,62,Corporate,3.61
2022-05-26 03:22:12.688642,North,Food,1084.32,65.44918543429488,88,Retail,13.72
2023-09-03 03:22:12.688642,East,Electronics,9571.35,2620.189360185869,63,Retail,-7.63
2022-08-26 03:22:12.688642,West,Electronics,7438.31,645.0290665587954,30,Retail,8.19
2024-08-13 03:22:12.688642,East,Electronics,1404.6,353.05375175564336,90,Corporate,2.3
2025-02-11 03:22:12.688642,East,Food,5161.56,1450.1545555652128,38,Home Office,9.62
2023-09-04 03:22:12.688642,North,Furniture,5600.19,898.6741157628268,51,Retail,14.64
2023-02-24 03:22:12.688642,North,Food,1762.1,259.62821697960635,38,Home Office,6.25
2023-09-04 03:22:12.688642,West,Food,4329.49,866.0253934467486,67,Home Office,-0.88
2024-07-17 03:22:12.688642,South,Clothing,6492.89,1526.3648318044443,77,Corporate,-7.3
2022-05-26 03:22:12.688642,West,Electronics,2911.7,615.5405819800137,48,Corporate,-1.34
2024-02-21 03:22:12.688642,East,Furniture,3382.93,170.1230426367742,12,Home Office,0.94
2024-03-18 03:22:12.688642,North,Clothing,1308.08,322.42055556375715,20,Retail,9.24
2024-04-14 03:22:12.688642,East,Clothing,4191.08,363.98276391570846,72,Corporate,1.65
2023-02-06 03:22:12.688642,North,Books,5880.19,955.055036737454,2,Home Office,2.08
2024-07-06 03:22:12.688642,South,Electronics,1253.6,151.17058276405518,75,Corporate,-1.29
2022-08-25 03:22:12.688642,East,Furniture,6186.37,1744.4132703182775,85,Home Office,0.89
2022-12-21 03:22:12.688642,North,Furniture,4038.15,708.8045621150181,55,Corporate,-2.02
2025-01-01 03:22:12.688642,West,Furniture,6814.0,1230.2004748292647,6,Retail,12.02
2024-08-02 03:22:12.688642,West,Electronics,3216.89,222.08357219787993,83,Retail,19.49
2022-06-01 03:22:12.688642,West,Furniture,5728.14,1571.4593902246047,94,Corporate,12.04
2023-02-12 03:22:12.688642,East,Food,6166.75,676.8431961516864,62,Corporate,-7.79
2023-01-06 03:22:12.688642,North,Food,6936.02,1064.6054126783688,49,Corporate,8.98
2023-03-09 03:22:12.688642,North,Electronics,7593.7,2250.192844899347,84,Retail,11.09
2023-02-12 03:22:12.688642,North,Furniture,1449.88,113.77757731550177,54,Corporate,13.35
2022-07-24 03:22:12.688642,East,Books,9655.9,2217.3033078563503,10,Retail,12.88
2023-10-01 03:22:12.688642,North,Books,8452.09,972.2743504574707,24,Corporate,5.25
2024-07-27 03:22:12.688642,South,Books,5666.96,878.0814267459087,97,Corporate,-2.13
2024-03-11 03:22:12.688642,East,Food,8914.55,1377.7279415625912,29,Home Office,-6.38
2024-05-22 03:22:12.688642,South,Books,3886.09,1099.9898097410266,94,Retail,-9.75
2022-08-13 03:22:12.688642,South,Furniture,439.44,23.110407287715095,6,Corporate,-9.95
2025-03-23 03:22:12.688642,West,Furniture,7297.61,1034.8085357992043,58,Retail,18.09
2024-11-20 03:22:12.688642,East,Books,9439.11,2483.4849964113355,78,Home Office,8.24
2024-10-14 03:22:12.688642,North,Clothing,1702.36,472.6228811471154,57,Retail,7.23
2024-11-03 03:22:12.688642,South,Books,6474.35,827.6236433895286,3,Retail,1.3
2025-03-03 03:22:12.688642,East,Clothing,8152.91,900.8041369364763,24,Retail,13.96
2024-01-02 03:22:12.688642,North,Electronics,9060.16,1497.8017960243303,19,Retail,-3.39
2022-12-22 03:22:12.688642,West,Electronics,2837.62,670.9833083040032,98,Retail,12.14
2024-03-22 03:22:12.688642,East,Furniture,1374.46,121.65296317461761,9,Retail,0.88
2024-08-07 03:22:12.688642,East,Food,2553.72,628.5131336123578,30,Retail,11.23
2024-08-02 03:22:12.688642,East,Furniture,5819.44,1036.8386078094966,96,Corporate,11.19
2023-12-08 03:22:12.688642,North,Furniture,9195.41,783.4616645735088,77,Corporate,-0.54
2022-07-30 03:22:12.688642,South,Food,5867.1,1278.674837715988,82,Retail,18.03
2023-06-27 03:22:12.688642,South,Furniture,9204.25,1905.7417757095038,44,Retail,5.23
2025-02-18 03:22:12.688642,East,Food,7723.37,1587.8529636382675,53,Corporate,-2.27
2024-02-15 03:22:12.688642,East,Furniture,6024.06,1437.9228778068582,86,Home Office,10.21
2023-12-27 03:22:12.688642,North,Electronics,315.81,30.09849199120392,68,Corporate,12.53
2023-03-07 03:22:12.688642,West,Clothing,3397.45,762.300594402023,60,Home Office,18.52
2023-06-24 03:22:12.688642,East,Furniture,668.85,181.80920769865762,23,Retail,-7.8
2025-01-21 03:22:12.688642,East,Clothing,3290.2,600.7175561003876,61,Retail,6.2
2024-05-15 03:22:12.688642,West,Books,717.1,122.98797419120187,7,Corporate,4.71
2024-09-25 03:22:12.688642,East,Furniture,1761.38,439.37101690438584,44,Corporate,-0.69
2023-09-26 03:22:12.688642,South,Electronics,4165.79,360.5866226377247,55,Corporate,13.03
2024-04-06 03:22:12.688642,East,Food,5197.36,702.7791982307149,75,Retail,-4.17
2023-02-12 03:22:12.688642,South,Electronics,2249.7,592.6745996841386,39,Corporate,-0.17
2024-06-27 03:22:12.688642,North,Clothing,7352.52,1286.2761099728057,59,Corporate,12.98
2023-08-28 03:22:12.688642,North,Food,5944.61,1546.2467316079628,98,Home Office,4.32
2023-09-13 03:22:12.688642,South,Electronics,6948.43,784.9433852676898,5,Retail,-5.92
2024-04-27 03:22:12.688642,South,Electronics,7354.38,1083.9888844347465,42,Retail,16.83
2025-03-07 03:22:12.688642,West,Electronics,7296.51,1867.2108122856016,89,Retail,11.92
2022-07-26 03:22:12.688642,South,Food,9368.72,851.3714373791206,92,Corporate,6.88
2024-11-05 03:22:12.688642,South,Electronics,2448.48,670.1353162809952,14,Retail,8.28
2023-04-02 03:22:12.688642,East,Electronics,2774.54,353.65899471262196,27,Corporate,8.78
2023-09-15 03:22:12.688642,West,Clothing,1032.59,302.7287656216343,16,Home Office,4.98
2022-06-09 03:22:12.688642,South,Electronics,5966.6,1533.0097106787866,91,Retail,12.34
2023-04-11 03:22:12.688642,South,Electronics,4012.34,657.6076955912682,2,Home Office,11.46
2023-11-18 03:22:12.688642,South,Books,5012.37,1180.7196965082358,19,Home Office,-9.92
2022-07-17 03:22:12.688642,East,Food,1781.23,336.32393781629423,23,Retail,-6.68
2023-11-05 03:22:12.688642,East,Books,6525.7,1718.2942489889758,41,Retail,-9.24
2025-02-25 03:22:12.688642,East,Clothing,6228.29,1118.1476238463326,14,Corporate,-4.93
2022-09-09 03:22:12.688642,North,Books,2721.37,808.243673094248,47,Home Office,-7.83
2024-08-31 03:22:12.688642,East,Furniture,4707.63,392.5068406395725,63,Home Office,-4.19
2023-08-08 03:22:12.688642,South,Food,8953.58,1961.8839266510329,90,Corporate,6.16
2024-05-03 03:22:12.688642,East,Electronics,7757.64,864.3049074270087,8,Retail,10.09
2023-02-25 03:22:12.688642,East,Books,2346.74,229.52743593718546,27,Home Office,17.56
2022-11-07 03:22:12.688642,West,Books,8800.66,1338.2520062739552,40,Corporate,12.18
2022-11-08 03:22:12.688642,South,Electronics,766.4,108.72564640843248,28,Home Office,-9.06
2022-08-02 03:22:12.688642,East,Electronics,4197.89,258.5221275116995,68,Home Office,4.06
2022-12-06 03:22:12.688642,North,Clothing,893.17,140.1659773618399,61,Corporate,10.27
2024-05-13 03:22:12.688642,West,Books,9249.72,2663.73037072468,38,Home Office,-0.55
2025-01-06 03:22:12.688642,East,Books,502.95,83.85131396029553,75,Corporate,1.07
2024-10-24 03:22:12.688642,West,Furniture,1597.28,200.38484804394687,24,Corporate,14.08
2024-06-05 03:22:12.688642,West,Furniture,9158.9,2631.0680389426384,28,Home Office,-8.59
2022-09-14 03:22:12.688642,North,Books,5863.36,1034.4762701026216,41,Home Office,6.19
2023-03-29 03:22:12.688642,North,Furniture,7972.36,970.8390649191858,18,Retail,14.13
2023-04-21 03:22:12.688642,North,Books,262.43,64.49148391547095,49,Retail,13.92
2023-02-14 03:22:12.688642,South,Food,4249.04,449.9876114242403,85,Home Office,-6.38
2023-12-01 03:22:12.688642,West,Clothing,9846.21,1102.157928593529,26,Retail,15.35
2023-12-24 03:22:12.688642,East,Furniture,5840.21,765.5522479639758,3,Retail,-7.68
2023-06-11 03:22:12.688642,North,Books,8511.86,1265.646393937181,77,Corporate,17.72
2023-06-08 03:22:12.688642,North,Furniture,9639.24,1886.5895219478837,38,Home Office,-3.51
2024-11-09 03:22:12.688642,West,Clothing,6881.9,1230.6293898662109,92,Retail,-6.54
2024-09-27 03:22:12.688642,West,Food,3343.54,788.85041027972,14,Retail,-7.78
2023-04-19 03:22:12.688642,West,Electronics,3155.21,723.4666669132922,1,Retail,0.3
2025-02-10 03:22:12.688642,East,Electronics,805.65,49.458887139128834,92,Home Office,0.46
2025-03-25 03:22:12.688642,South,Furniture,4334.94,361.8638315871938,11,Corporate,5.78
2023-05-09 03:22:12.688642,South,Books,9162.36,951.0344635874203,40,Home Office,11.99
2023-06-09 03:22:12.688642,North,Clothing,4832.82,963.7413816112155,4,Corporate,5.29
2023-11-21 03:22:12.688642,South,Food,9118.85,2496.887831543702,34,Retail,19.37
2025-03-12 03:22:12.688642,East,Food,8189.71,1074.7082361997727,65,Home Office,-3.69
2024-12-31 03:22:12.688642,South,Food,9843.45,2863.814173719476,56,Corporate,-3.68
2022-09-06 03:22:12.688642,East,Electronics,9482.18,883.8827317924665,10,Retail,11.15
2023-07-21 03:22:12.688642,North,Clothing,7094.18,1994.7634588350138,81,Retail,-0.57
2024-01-12 03:22:12.688642,West,Electronics,8725.05,2183.448509477009,71,Home Office,-4.85
2023-11-18 03:22:12.688642,East,Furniture,7505.97,1105.3167677253855,64,Corporate,13.77
2022-12-15 03:22:12.688642,West,Food,7063.61,717.5076236011279,13,Retail,-3.21
2024-12-12 03:22:12.688642,North,Clothing,7184.04,1061.9679238505353,22,Retail,12.47
2024-05-27 03:22:12.688642,East,Food,7238.33,748.6942143795791,56,Retail,-3.8
2024-11-19 03:22:12.688642,East,Electronics,3856.25,733.7978422185599,65,Corporate,18.18
2024-12-12 03:22:12.688642,South,Electronics,4293.27,831.6265362059905,92,Corporate,-1.15
2024-08-13 03:22:12.688642,East,Electronics,3011.3,728.8771188873164,97,Retail,12.49
2023-09-09 03:22:12.688642,North,Food,1567.78,285.2830723649681,13,Corporate,15.24
2024-03-15 03:22:12.688642,West,Clothing,4638.59,632.1774616780293,1,Retail,-6.32
2022-11-08 03:22:12.688642,East,Clothing,9009.5,2503.7377109988365,38,Retail,-7.96
2024-05-23 03:22:12.688642,North,Furniture,6547.52,455.05028971712176,58,Corporate,7.95
2022-11-29 03:22:12.688642,North,Food,656.19,165.48811434578028,25,Corporate,8.6
2024-06-14 03:22:12.688642,East,Furniture,8130.88,1239.094517812,42,Home Office,8.68
2023-01-23 03:22:12.688642,South,Furniture,9360.48,891.8184257577796,85,Home Office,3.69
2022-09-22 03:22:12.688642,East,Furniture,8311.28,665.6415430826922,33,Corporate,18.04
2022-11-13 03:22:12.688642,East,Furniture,7302.66,768.1748547483182,57,Corporate,10.76
2022-05-19 03:22:12.688642,South,Electronics,1586.19,127.67077821303201,37,Corporate,-7.77
2024-07-12 03:22:12.688642,North,Furniture,3555.1,585.6410221031828,57,Corporate,13.55
2024-07-26 03:22:12.688642,East,Clothing,5696.34,782.8048001916046,98,Retail,-1.74
2023-12-01 03:22:12.688642,South,Furniture,860.92,119.79466010930487,62,Retail,11.69
2022-11-09 03:22:12.688642,West,Electronics,1152.08,102.78520574856758,3,Home Office,-8.22
2022-08-16 03:22:12.688642,West,Books,9349.11,2009.4569282051748,30,Corporate,13.0
2022-06-06 03:22:12.688642,South,Books,7056.64,1425.083393913499,67,Home Office,6.28
2022-11-14 03:22:12.688642,North,Books,2823.36,834.5050540554946,63,Corporate,11.62
2025-01-16 03:22:12.688642,South,Food,3340.87,307.06290244569374,82,Corporate,4.83
2023-02-05 03:22:12.688642,North,Clothing,3905.85,1009.677298515325,23,Corporate,14.03
2023-06-08 03:22:12.688642,West,Electronics,843.21,49.30072109527545,72,Retail,18.41
2022-09-09 03:22:12.688642,East,Books,7417.85,506.86004435116826,73,Home Office,12.27
2023-01-15 03:22:12.688642,South,Electronics,1850.66,392.36381606878217,66,Corporate,12.33
2023-12-06 03:22:12.688642,West,Electronics,8070.69,1223.6571425018722,61,Home Office,-3.5
